time,node_a,node_b,datetime
658120,120,494,2013-07-01 14:48:40
658140,50,131,2013-07-01 14:49:00
658140,255,804,2013-07-01 14:49:00
658140,120,494,2013-07-01 14:49:00
658180,268,804,2013-07-01 14:49:40
658200,268,804,2013-07-01 14:50:00
658240,268,804,2013-07-01 14:50:40
658240,184,804,2013-07-01 14:50:40
658260,50,131,2013-07-01 14:51:00
658260,268,804,2013-07-01 14:51:00
658260,184,804,2013-07-01 14:51:00
658280,50,131,2013-07-01 14:51:20
658300,50,131,2013-07-01 14:51:40
658400,50,131,2013-07-01 14:53:20
658520,268,804,2013-07-01 14:55:20
658540,223,601,2013-07-01 14:55:40
658660,271,601,2013-07-01 14:57:40
658680,271,601,2013-07-01 14:58:00
658700,271,601,2013-07-01 14:58:20
658720,271,601,2013-07-01 14:58:40
658740,271,601,2013-07-01 14:59:00
658780,271,601,2013-07-01 14:59:40
658780,63,709,2013-07-01 14:59:40
658800,271,601,2013-07-01 15:00:00
658820,271,601,2013-07-01 15:00:20
658820,63,709,2013-07-01 15:00:20
658840,271,601,2013-07-01 15:00:40
658840,120,494,2013-07-01 15:00:40
658860,271,601,2013-07-01 15:01:00
658900,120,494,2013-07-01 15:01:40
658920,102,875,2013-07-01 15:02:00
658920,120,494,2013-07-01 15:02:00
658940,119,533,2013-07-01 15:02:20
658940,120,494,2013-07-01 15:02:20
658960,119,533,2013-07-01 15:02:40
659000,120,494,2013-07-01 15:03:20
659280,448,533,2013-07-01 15:08:00
659300,448,533,2013-07-01 15:08:20
659320,448,533,2013-07-01 15:08:40
659340,448,533,2013-07-01 15:09:00
659360,50,131,2013-07-01 15:09:20
659360,448,533,2013-07-01 15:09:20
659380,448,533,2013-07-01 15:09:40
659400,448,533,2013-07-01 15:10:00
659420,50,102,2013-07-01 15:10:20
659440,154,499,2013-07-01 15:10:40
659440,50,102,2013-07-01 15:10:40
659460,50,102,2013-07-01 15:11:00
659480,50,102,2013-07-01 15:11:20
659500,50,102,2013-07-01 15:11:40
659520,50,102,2013-07-01 15:12:00
659540,50,102,2013-07-01 15:12:20
659580,50,102,2013-07-01 15:13:00
659600,50,131,2013-07-01 15:13:20
659600,102,131,2013-07-01 15:13:20
659620,50,131,2013-07-01 15:13:40
659620,102,131,2013-07-01 15:13:40
659660,102,131,2013-07-01 15:14:20
659660,50,102,2013-07-01 15:14:20
659680,102,131,2013-07-01 15:14:40
659680,154,499,2013-07-01 15:14:40
659700,102,131,2013-07-01 15:15:00
659700,154,499,2013-07-01 15:15:00
659720,102,131,2013-07-01 15:15:20
659740,102,131,2013-07-01 15:15:40
659760,102,131,2013-07-01 15:16:00
659780,102,131,2013-07-01 15:16:20
659800,102,131,2013-07-01 15:16:40
659840,102,131,2013-07-01 15:17:20
659860,102,131,2013-07-01 15:17:40
659860,105,113,2013-07-01 15:17:40
659880,50,131,2013-07-01 15:18:00
659900,50,131,2013-07-01 15:18:20
659920,154,499,2013-07-01 15:18:40
659960,102,131,2013-07-01 15:19:20
659980,102,131,2013-07-01 15:19:40
660000,154,499,2013-07-01 15:20:00
660080,102,131,2013-07-01 15:21:20
660180,102,131,2013-07-01 15:23:00
660220,102,131,2013-07-01 15:23:40
660240,102,131,2013-07-01 15:24:00
660240,50,102,2013-07-01 15:24:00
660260,50,131,2013-07-01 15:24:20
660260,102,131,2013-07-01 15:24:20
660260,50,102,2013-07-01 15:24:20
660280,102,131,2013-07-01 15:24:40
660280,50,102,2013-07-01 15:24:40
660320,102,131,2013-07-01 15:25:20
660340,102,131,2013-07-01 15:25:40
660360,102,131,2013-07-01 15:26:00
660380,102,131,2013-07-01 15:26:20
660400,50,131,2013-07-01 15:26:40
660400,102,131,2013-07-01 15:26:40
660580,265,826,2013-07-01 15:29:40
660620,102,131,2013-07-01 15:30:20
660640,154,499,2013-07-01 15:30:40
660700,154,499,2013-07-01 15:31:40
660720,154,499,2013-07-01 15:32:00
660740,154,499,2013-07-01 15:32:20
660800,50,131,2013-07-01 15:33:20
660800,102,131,2013-07-01 15:33:20
660820,50,131,2013-07-01 15:33:40
660820,102,131,2013-07-01 15:33:40
660840,50,131,2013-07-01 15:34:00
661000,56,132,2013-07-01 15:36:40
661060,222,267,2013-07-01 15:37:40
661080,222,267,2013-07-01 15:38:00
661500,120,819,2013-07-01 15:45:00
661540,119,762,2013-07-01 15:45:40
661640,120,819,2013-07-01 15:47:20
661760,119,533,2013-07-01 15:49:20
661780,119,533,2013-07-01 15:49:40
661800,119,533,2013-07-01 15:50:00
661820,119,448,2013-07-01 15:50:20
661920,154,499,2013-07-01 15:52:00
661920,123,223,2013-07-01 15:52:00
661960,533,709,2013-07-01 15:52:40
661980,533,709,2013-07-01 15:53:00
662140,105,113,2013-07-01 15:55:40
662160,223,496,2013-07-01 15:56:00
662180,268,826,2013-07-01 15:56:20
662200,105,113,2013-07-01 15:56:40
662220,105,113,2013-07-01 15:57:00
662240,255,268,2013-07-01 15:57:20
662260,255,268,2013-07-01 15:57:40
662260,105,113,2013-07-01 15:57:40
662300,105,113,2013-07-01 15:58:20
662500,223,662,2013-07-01 16:01:40
662520,122,154,2013-07-01 16:02:00
662540,268,804,2013-07-01 16:02:20
662540,122,154,2013-07-01 16:02:20
662560,268,804,2013-07-01 16:02:40
662560,265,826,2013-07-01 16:02:40
662560,223,496,2013-07-01 16:02:40
662560,122,154,2013-07-01 16:02:40
662580,265,826,2013-07-01 16:03:00
662580,223,496,2013-07-01 16:03:00
662600,223,496,2013-07-01 16:03:20
662620,223,496,2013-07-01 16:03:40
662640,122,154,2013-07-01 16:04:00
662660,223,496,2013-07-01 16:04:20
662680,122,154,2013-07-01 16:04:40
662700,496,662,2013-07-01 16:05:00
662700,268,804,2013-07-01 16:05:00
662740,268,804,2013-07-01 16:05:40
662740,223,496,2013-07-01 16:05:40
662760,255,743,2013-07-01 16:06:00
662780,268,804,2013-07-01 16:06:20
662780,122,154,2013-07-01 16:06:20
662800,255,743,2013-07-01 16:06:40
662800,122,154,2013-07-01 16:06:40
662800,255,273,2013-07-01 16:06:40
662800,533,709,2013-07-01 16:06:40
662820,255,743,2013-07-01 16:07:00
662820,122,154,2013-07-01 16:07:00
662820,255,273,2013-07-01 16:07:00
662820,533,709,2013-07-01 16:07:00
662840,122,154,2013-07-01 16:07:20
662840,533,709,2013-07-01 16:07:20
662860,255,743,2013-07-01 16:07:40
662860,273,743,2013-07-01 16:07:40
662860,122,154,2013-07-01 16:07:40
662920,273,743,2013-07-01 16:08:40
662940,273,743,2013-07-01 16:09:00
662960,273,743,2013-07-01 16:09:20
662980,273,743,2013-07-01 16:09:40
663020,533,709,2013-07-01 16:10:20
663160,265,826,2013-07-01 16:12:40
663220,223,496,2013-07-01 16:13:40
663420,273,743,2013-07-01 16:17:00
663440,273,743,2013-07-01 16:17:20
663460,273,743,2013-07-01 16:17:40
663480,273,743,2013-07-01 16:18:00
663500,273,743,2013-07-01 16:18:20
663560,273,743,2013-07-01 16:19:20
663580,105,113,2013-07-01 16:19:40
663600,273,743,2013-07-01 16:20:00
663620,80,875,2013-07-01 16:20:20
663640,80,875,2013-07-01 16:20:40
663640,273,743,2013-07-01 16:20:40
663680,80,875,2013-07-01 16:21:20
663700,80,875,2013-07-01 16:21:40
663700,273,743,2013-07-01 16:21:40
663740,80,875,2013-07-01 16:22:20
663740,273,743,2013-07-01 16:22:20
663760,80,875,2013-07-01 16:22:40
663760,273,743,2013-07-01 16:22:40
663780,80,875,2013-07-01 16:23:00
663780,273,743,2013-07-01 16:23:00
663800,273,743,2013-07-01 16:23:20
663820,273,743,2013-07-01 16:23:40
664000,80,875,2013-07-01 16:26:40
664020,120,819,2013-07-01 16:27:00
664140,120,819,2013-07-01 16:29:00
664200,79,122,2013-07-01 16:30:00
664220,63,709,2013-07-01 16:30:20
664260,79,122,2013-07-01 16:31:00
664300,105,113,2013-07-01 16:31:40
664320,63,709,2013-07-01 16:32:00
664320,105,113,2013-07-01 16:32:00
664320,79,122,2013-07-01 16:32:00
664340,63,709,2013-07-01 16:32:20
664340,105,113,2013-07-01 16:32:20
664340,79,122,2013-07-01 16:32:20
664360,105,113,2013-07-01 16:32:40
664380,105,113,2013-07-01 16:33:00
664380,79,122,2013-07-01 16:33:00
664420,105,113,2013-07-01 16:33:40
664420,79,122,2013-07-01 16:33:40
664480,79,122,2013-07-01 16:34:40
664640,79,122,2013-07-01 16:37:20
664760,79,122,2013-07-01 16:39:20
664840,194,311,2013-07-01 16:40:40
664860,122,533,2013-07-01 16:41:00
664860,194,311,2013-07-01 16:41:00
664880,122,533,2013-07-01 16:41:20
664880,743,826,2013-07-01 16:41:20
664900,743,826,2013-07-01 16:41:40
664920,122,533,2013-07-01 16:42:00
664920,194,311,2013-07-01 16:42:00
664920,743,826,2013-07-01 16:42:00
664920,79,122,2013-07-01 16:42:00
664940,743,826,2013-07-01 16:42:20
664940,79,122,2013-07-01 16:42:20
664960,743,826,2013-07-01 16:42:40
664960,79,122,2013-07-01 16:42:40
664980,743,826,2013-07-01 16:43:00
664980,79,122,2013-07-01 16:43:00
665000,194,311,2013-07-01 16:43:20
665000,743,826,2013-07-01 16:43:20
665000,79,122,2013-07-01 16:43:20
665020,122,533,2013-07-01 16:43:40
665020,79,122,2013-07-01 16:43:40
665040,122,533,2013-07-01 16:44:00
665040,79,122,2013-07-01 16:44:00
665060,122,533,2013-07-01 16:44:20
665060,79,122,2013-07-01 16:44:20
665080,122,533,2013-07-01 16:44:40
665080,79,122,2013-07-01 16:44:40
665100,122,533,2013-07-01 16:45:00
665100,119,154,2013-07-01 16:45:00
665120,122,533,2013-07-01 16:45:20
665120,119,154,2013-07-01 16:45:20
665120,79,122,2013-07-01 16:45:20
665140,122,533,2013-07-01 16:45:40
665140,79,122,2013-07-01 16:45:40
665160,122,533,2013-07-01 16:46:00
665160,79,122,2013-07-01 16:46:00
665180,122,533,2013-07-01 16:46:20
665180,79,122,2013-07-01 16:46:20
665200,184,743,2013-07-01 16:46:40
665200,79,122,2013-07-01 16:46:40
665220,481,709,2013-07-01 16:47:00
665220,79,122,2013-07-01 16:47:00
665240,122,533,2013-07-01 16:47:20
665240,481,709,2013-07-01 16:47:20
665240,79,122,2013-07-01 16:47:20
665260,122,533,2013-07-01 16:47:40
665260,79,122,2013-07-01 16:47:40
665280,122,533,2013-07-01 16:48:00
665280,79,122,2013-07-01 16:48:00
665300,122,533,2013-07-01 16:48:20
665300,79,122,2013-07-01 16:48:20
665340,105,113,2013-07-01 16:49:00
665380,122,533,2013-07-01 16:49:40
665380,79,122,2013-07-01 16:49:40
665400,122,533,2013-07-01 16:50:00
665400,79,122,2013-07-01 16:50:00
665440,122,533,2013-07-01 16:50:40
665440,79,122,2013-07-01 16:50:40
665460,79,122,2013-07-01 16:51:00
665480,79,122,2013-07-01 16:51:20
665520,79,122,2013-07-01 16:52:00
665540,223,311,2013-07-01 16:52:20
665540,79,122,2013-07-01 16:52:20
665560,79,122,2013-07-01 16:52:40
665580,79,122,2013-07-01 16:53:00
665680,122,533,2013-07-01 16:54:40
665700,122,533,2013-07-01 16:55:00
665720,122,533,2013-07-01 16:55:20
665820,122,533,2013-07-01 16:57:00
665960,122,533,2013-07-01 16:59:20
666480,122,533,2013-07-01 17:08:00
666480,79,533,2013-07-01 17:08:00
666500,122,533,2013-07-01 17:08:20
666540,79,122,2013-07-01 17:09:00
666620,122,533,2013-07-01 17:10:20
666660,271,492,2013-07-01 17:11:00
666660,122,533,2013-07-01 17:11:00
666680,271,492,2013-07-01 17:11:20
666680,122,533,2013-07-01 17:11:20
666700,271,492,2013-07-01 17:11:40
666700,122,533,2013-07-01 17:11:40
666720,271,492,2013-07-01 17:12:00
666720,122,533,2013-07-01 17:12:00
666740,122,533,2013-07-01 17:12:20
666780,122,533,2013-07-01 17:13:00
666800,122,533,2013-07-01 17:13:20
666860,271,492,2013-07-01 17:14:20
666920,271,492,2013-07-01 17:15:20
666920,79,122,2013-07-01 17:15:20
666940,79,122,2013-07-01 17:15:40
667100,271,492,2013-07-01 17:18:20
667140,95,253,2013-07-01 17:19:00
667160,95,253,2013-07-01 17:19:20
667200,95,123,2013-07-01 17:20:00
667200,123,253,2013-07-01 17:20:00
667220,95,123,2013-07-01 17:20:20
667240,95,123,2013-07-01 17:20:40
667260,95,123,2013-07-01 17:21:00
667280,95,123,2013-07-01 17:21:20
667300,95,123,2013-07-01 17:21:40
667320,95,123,2013-07-01 17:22:00
667340,95,123,2013-07-01 17:22:20
667360,95,123,2013-07-01 17:22:40
667380,95,123,2013-07-01 17:23:00
667400,95,123,2013-07-01 17:23:20
667420,95,123,2013-07-01 17:23:40
667440,95,123,2013-07-01 17:24:00
667460,95,123,2013-07-01 17:24:20
667480,95,123,2013-07-01 17:24:40
667500,95,123,2013-07-01 17:25:00
667520,95,123,2013-07-01 17:25:20
667540,95,123,2013-07-01 17:25:40
667560,95,123,2013-07-01 17:26:00
667580,95,123,2013-07-01 17:26:20
667600,95,123,2013-07-01 17:26:40
667620,63,122,2013-07-01 17:27:00
667660,63,709,2013-07-01 17:27:40
667680,63,709,2013-07-01 17:28:00
667720,63,709,2013-07-01 17:28:40
667760,63,709,2013-07-01 17:29:20
667760,123,253,2013-07-01 17:29:20
667780,123,253,2013-07-01 17:29:40
667800,123,253,2013-07-01 17:30:00
667820,35,826,2013-07-01 17:30:20
667860,63,481,2013-07-01 17:31:00
667880,63,481,2013-07-01 17:31:20
667920,123,253,2013-07-01 17:32:00
668020,63,481,2013-07-01 17:33:40
668060,63,481,2013-07-01 17:34:20
668200,271,492,2013-07-01 17:36:40
668320,271,492,2013-07-01 17:38:40
668340,271,492,2013-07-01 17:39:00
668360,50,875,2013-07-01 17:39:20
668380,50,875,2013-07-01 17:39:40
668400,50,875,2013-07-01 17:40:00
668420,50,875,2013-07-01 17:40:20
668460,271,492,2013-07-01 17:41:00
668500,271,492,2013-07-01 17:41:40
668500,56,132,2013-07-01 17:41:40
668520,56,132,2013-07-01 17:42:00
668520,39,113,2013-07-01 17:42:00
668560,56,132,2013-07-01 17:42:40
668580,56,132,2013-07-01 17:43:00
668600,56,132,2013-07-01 17:43:20
668620,56,132,2013-07-01 17:43:40
668660,56,132,2013-07-01 17:44:20
668680,56,132,2013-07-01 17:44:40
668720,56,132,2013-07-01 17:45:20
668740,56,132,2013-07-01 17:45:40
668840,222,267,2013-07-01 17:47:20
668880,222,267,2013-07-01 17:48:00
668940,56,132,2013-07-01 17:49:00
668960,56,132,2013-07-01 17:49:20
669100,56,132,2013-07-01 17:51:40
669120,56,132,2013-07-01 17:52:00
669140,56,132,2013-07-01 17:52:20
669180,56,132,2013-07-01 17:53:00
669200,56,132,2013-07-01 17:53:20
669220,56,132,2013-07-01 17:53:40
669280,56,132,2013-07-01 17:54:40
669300,533,709,2013-07-01 17:55:00
669420,63,481,2013-07-01 17:57:00
669440,63,481,2013-07-01 17:57:20
669460,63,709,2013-07-01 17:57:40
722600,29,120,2013-07-02 08:43:20
722620,29,120,2013-07-02 08:43:40
722720,29,120,2013-07-02 08:45:20
722820,150,499,2013-07-02 08:47:00
722840,150,533,2013-07-02 08:47:20
722860,150,533,2013-07-02 08:47:40
722880,150,533,2013-07-02 08:48:00
722900,150,533,2013-07-02 08:48:20
722920,150,533,2013-07-02 08:48:40
722960,150,533,2013-07-02 08:49:20
723020,120,662,2013-07-02 08:50:20
723440,122,271,2013-07-02 08:57:20
723620,150,533,2013-07-02 09:00:20
723640,150,533,2013-07-02 09:00:40
723680,154,271,2013-07-02 09:01:20
723680,102,448,2013-07-02 09:01:20
723740,154,271,2013-07-02 09:02:20
723820,150,533,2013-07-02 09:03:40
723840,271,601,2013-07-02 09:04:00
723840,150,533,2013-07-02 09:04:00
723860,150,533,2013-07-02 09:04:20
723880,150,533,2013-07-02 09:04:40
724040,120,779,2013-07-02 09:07:20
724040,150,533,2013-07-02 09:07:20
724060,271,601,2013-07-02 09:07:40
724060,120,779,2013-07-02 09:07:40
724060,150,533,2013-07-02 09:07:40
724080,271,601,2013-07-02 09:08:00
724080,120,779,2013-07-02 09:08:00
724080,150,533,2013-07-02 09:08:00
724100,271,601,2013-07-02 09:08:20
724140,271,601,2013-07-02 09:09:00
724160,271,601,2013-07-02 09:09:20
724320,150,533,2013-07-02 09:12:00
724340,150,533,2013-07-02 09:12:20
724360,150,533,2013-07-02 09:12:40
724380,150,533,2013-07-02 09:13:00
724440,150,533,2013-07-02 09:14:00
724460,150,533,2013-07-02 09:14:20
724480,150,533,2013-07-02 09:14:40
724500,150,533,2013-07-02 09:15:00
724720,153,492,2013-07-02 09:18:40
724760,153,492,2013-07-02 09:19:20
724800,153,492,2013-07-02 09:20:00
724800,56,132,2013-07-02 09:20:00
724820,194,939,2013-07-02 09:20:20
724900,122,154,2013-07-02 09:21:40
724920,122,154,2013-07-02 09:22:00
724940,122,154,2013-07-02 09:22:20
724940,120,194,2013-07-02 09:22:20
724960,122,154,2013-07-02 09:22:40
724980,29,194,2013-07-02 09:23:00
724980,122,154,2013-07-02 09:23:00
725080,131,255,2013-07-02 09:24:40
725100,271,448,2013-07-02 09:25:00
725120,271,448,2013-07-02 09:25:20
725120,150,533,2013-07-02 09:25:20
725140,268,751,2013-07-02 09:25:40
725140,131,255,2013-07-02 09:25:40
725140,194,765,2013-07-02 09:25:40
725160,268,751,2013-07-02 09:26:00
725160,150,533,2013-07-02 09:26:00
725180,150,533,2013-07-02 09:26:20
725220,268,751,2013-07-02 09:27:00
725220,150,533,2013-07-02 09:27:00
725240,268,751,2013-07-02 09:27:20
725240,150,533,2013-07-02 09:27:20
725320,122,255,2013-07-02 09:28:40
725440,779,939,2013-07-02 09:30:40
725440,150,533,2013-07-02 09:30:40
725460,150,533,2013-07-02 09:31:00
725480,268,751,2013-07-02 09:31:20
725480,150,533,2013-07-02 09:31:20
725520,211,267,2013-07-02 09:32:00
725540,122,255,2013-07-02 09:32:20
725560,268,751,2013-07-02 09:32:40
725580,122,255,2013-07-02 09:33:00
725600,150,533,2013-07-02 09:33:20
725600,29,267,2013-07-02 09:33:20
725600,29,122,2013-07-02 09:33:20
725620,150,533,2013-07-02 09:33:40
725640,150,533,2013-07-02 09:34:00
725660,150,533,2013-07-02 09:34:20
725680,150,533,2013-07-02 09:34:40
725700,150,533,2013-07-02 09:35:00
725740,150,533,2013-07-02 09:35:40
725760,268,751,2013-07-02 09:36:00
725760,150,533,2013-07-02 09:36:00
725780,150,533,2013-07-02 09:36:20
725800,150,533,2013-07-02 09:36:40
725840,154,499,2013-07-02 09:37:20
725840,150,533,2013-07-02 09:37:20
725860,150,533,2013-07-02 09:37:40
725880,268,751,2013-07-02 09:38:00
725880,150,533,2013-07-02 09:38:00
725900,268,751,2013-07-02 09:38:20
725920,268,751,2013-07-02 09:38:40
725940,268,751,2013-07-02 09:39:00
725940,150,533,2013-07-02 09:39:00
725960,268,751,2013-07-02 09:39:20
725960,150,533,2013-07-02 09:39:20
725980,268,751,2013-07-02 09:39:40
725980,150,533,2013-07-02 09:39:40
726000,150,533,2013-07-02 09:40:00
726020,268,751,2013-07-02 09:40:20
726020,150,533,2013-07-02 09:40:20
726040,63,481,2013-07-02 09:40:40
726040,150,533,2013-07-02 09:40:40
726060,150,533,2013-07-02 09:41:00
726080,29,513,2013-07-02 09:41:20
726080,150,533,2013-07-02 09:41:20
726100,268,751,2013-07-02 09:41:40
726100,150,533,2013-07-02 09:41:40
726120,150,533,2013-07-02 09:42:00
726140,268,751,2013-07-02 09:42:20
726160,150,533,2013-07-02 09:42:40
726180,150,533,2013-07-02 09:43:00
726220,481,709,2013-07-02 09:43:40
726220,194,765,2013-07-02 09:43:40
726240,194,765,2013-07-02 09:44:00
726240,481,709,2013-07-02 09:44:00
726260,194,765,2013-07-02 09:44:20
726260,481,709,2013-07-02 09:44:20
726280,194,765,2013-07-02 09:44:40
726300,150,533,2013-07-02 09:45:00
726320,150,533,2013-07-02 09:45:20
726340,150,533,2013-07-02 09:45:40
726360,150,533,2013-07-02 09:46:00
726380,150,533,2013-07-02 09:46:20
726400,150,533,2013-07-02 09:46:40
726420,153,271,2013-07-02 09:47:00
726420,150,533,2013-07-02 09:47:00
726440,150,533,2013-07-02 09:47:20
726460,150,533,2013-07-02 09:47:40
726480,150,533,2013-07-02 09:48:00
726500,134,875,2013-07-02 09:48:20
726540,134,875,2013-07-02 09:49:00
726560,63,481,2013-07-02 09:49:20
726560,150,533,2013-07-02 09:49:20
726560,134,875,2013-07-02 09:49:20
726580,134,875,2013-07-02 09:49:40
726600,134,875,2013-07-02 09:50:00
726620,134,875,2013-07-02 09:50:20
726640,134,875,2013-07-02 09:50:40
726680,17,875,2013-07-02 09:51:20
726680,63,481,2013-07-02 09:51:20
726700,63,481,2013-07-02 09:51:40
726720,63,481,2013-07-02 09:52:00
726740,63,481,2013-07-02 09:52:20
726760,63,481,2013-07-02 09:52:40
726780,63,533,2013-07-02 09:53:00
726800,63,499,2013-07-02 09:53:20
726860,153,154,2013-07-02 09:54:20
726880,154,499,2013-07-02 09:54:40
726880,150,533,2013-07-02 09:54:40
726940,494,786,2013-07-02 09:55:40
726940,154,499,2013-07-02 09:55:40
726940,194,311,2013-07-02 09:55:40
726940,194,765,2013-07-02 09:55:40
726960,154,499,2013-07-02 09:56:00
726980,154,499,2013-07-02 09:56:20
727000,496,786,2013-07-02 09:56:40
727000,154,499,2013-07-02 09:56:40
727040,101,511,2013-07-02 09:57:20
727060,268,751,2013-07-02 09:57:40
727060,101,511,2013-07-02 09:57:40
727080,101,511,2013-07-02 09:58:00
727100,101,511,2013-07-02 09:58:20
727180,101,511,2013-07-02 09:59:40
727220,268,751,2013-07-02 10:00:20
727220,481,709,2013-07-02 10:00:20
727260,101,511,2013-07-02 10:01:00
727260,63,481,2013-07-02 10:01:00
727280,63,481,2013-07-02 10:01:20
727300,101,511,2013-07-02 10:01:40
727320,101,511,2013-07-02 10:02:00
727340,15,123,2013-07-02 10:02:20
727340,101,511,2013-07-02 10:02:20
727340,63,481,2013-07-02 10:02:20
727360,63,481,2013-07-02 10:02:40
727360,15,123,2013-07-02 10:02:40
727360,101,511,2013-07-02 10:02:40
727360,15,253,2013-07-02 10:02:40
727380,15,123,2013-07-02 10:03:00
727380,101,511,2013-07-02 10:03:00
727400,63,481,2013-07-02 10:03:20
727400,101,511,2013-07-02 10:03:20
727400,15,253,2013-07-02 10:03:20
727420,15,253,2013-07-02 10:03:40
727440,101,511,2013-07-02 10:04:00
727440,15,253,2013-07-02 10:04:00
727460,101,511,2013-07-02 10:04:20
727460,122,154,2013-07-02 10:04:20
727460,15,253,2013-07-02 10:04:20
727480,101,511,2013-07-02 10:04:40
727480,15,253,2013-07-02 10:04:40
727500,101,511,2013-07-02 10:05:00
727500,15,253,2013-07-02 10:05:00
727520,15,253,2013-07-02 10:05:20
727560,101,511,2013-07-02 10:06:00
727560,102,335,2013-07-02 10:06:00
727580,101,511,2013-07-02 10:06:20
727580,222,267,2013-07-02 10:06:20
727600,222,267,2013-07-02 10:06:40
727600,268,751,2013-07-02 10:06:40
727600,101,511,2013-07-02 10:06:40
727600,15,253,2013-07-02 10:06:40
727620,268,751,2013-07-02 10:07:00
727620,101,511,2013-07-02 10:07:00
727620,222,267,2013-07-02 10:07:00
727640,150,154,2013-07-02 10:07:20
727640,63,481,2013-07-02 10:07:20
727640,268,751,2013-07-02 10:07:20
727640,101,511,2013-07-02 10:07:20
727640,123,253,2013-07-02 10:07:20
727660,101,511,2013-07-02 10:07:40
727660,63,481,2013-07-02 10:07:40
727680,101,511,2013-07-02 10:08:00
727680,150,533,2013-07-02 10:08:00
727700,222,267,2013-07-02 10:08:20
727700,101,511,2013-07-02 10:08:20
727720,150,533,2013-07-02 10:08:40
727740,101,511,2013-07-02 10:09:00
727740,150,533,2013-07-02 10:09:00
727760,101,511,2013-07-02 10:09:20
727760,150,533,2013-07-02 10:09:20
727780,101,511,2013-07-02 10:09:40
727800,268,751,2013-07-02 10:10:00
727800,101,511,2013-07-02 10:10:00
727800,222,267,2013-07-02 10:10:00
727820,222,267,2013-07-02 10:10:20
727820,268,751,2013-07-02 10:10:20
727820,481,709,2013-07-02 10:10:20
727840,268,751,2013-07-02 10:10:40
727840,101,511,2013-07-02 10:10:40
727860,101,511,2013-07-02 10:11:00
727860,481,709,2013-07-02 10:11:00
727880,533,709,2013-07-02 10:11:20
727880,63,533,2013-07-02 10:11:20
727900,268,751,2013-07-02 10:11:40
727900,222,267,2013-07-02 10:11:40
727920,222,267,2013-07-02 10:12:00
727940,63,213,2013-07-02 10:12:20
727940,101,511,2013-07-02 10:12:20
727960,15,253,2013-07-02 10:12:40
728000,122,533,2013-07-02 10:13:20
728000,63,213,2013-07-02 10:13:20
728000,268,751,2013-07-02 10:13:20
728020,268,751,2013-07-02 10:13:40
728040,63,709,2013-07-02 10:14:00
728040,101,511,2013-07-02 10:14:00
728060,101,511,2013-07-02 10:14:20
728060,63,709,2013-07-02 10:14:20
728080,101,511,2013-07-02 10:14:40
728100,101,511,2013-07-02 10:15:00
728100,154,499,2013-07-02 10:15:00
728120,154,499,2013-07-02 10:15:20
728140,101,511,2013-07-02 10:15:40
728140,154,499,2013-07-02 10:15:40
728160,101,511,2013-07-02 10:16:00
728160,154,499,2013-07-02 10:16:00
728180,273,826,2013-07-02 10:16:20
728180,154,499,2013-07-02 10:16:20
728180,101,511,2013-07-02 10:16:20
728200,268,751,2013-07-02 10:16:40
728200,101,511,2013-07-02 10:16:40
728220,101,511,2013-07-02 10:17:00
728240,101,511,2013-07-02 10:17:20
728280,101,511,2013-07-02 10:18:00
728320,222,267,2013-07-02 10:18:40
728320,101,511,2013-07-02 10:18:40
728320,35,265,2013-07-02 10:18:40
728340,150,533,2013-07-02 10:19:00
728340,101,511,2013-07-02 10:19:00
728340,35,265,2013-07-02 10:19:00
728360,101,511,2013-07-02 10:19:20
728360,35,265,2013-07-02 10:19:20
728380,35,265,2013-07-02 10:19:40
728400,101,511,2013-07-02 10:20:00
728420,268,751,2013-07-02 10:20:20
728440,101,511,2013-07-02 10:20:40
728460,268,751,2013-07-02 10:21:00
728460,101,511,2013-07-02 10:21:00
728500,101,511,2013-07-02 10:21:40
728520,101,511,2013-07-02 10:22:00
728540,35,265,2013-07-02 10:22:20
728560,101,511,2013-07-02 10:22:40
728580,63,481,2013-07-02 10:23:00
728620,63,709,2013-07-02 10:23:40
728640,101,511,2013-07-02 10:24:00
728660,101,511,2013-07-02 10:24:20
728660,63,709,2013-07-02 10:24:20
728680,101,511,2013-07-02 10:24:40
728680,63,709,2013-07-02 10:24:40
728700,268,751,2013-07-02 10:25:00
728720,15,253,2013-07-02 10:25:20
728740,268,751,2013-07-02 10:25:40
728740,63,481,2013-07-02 10:25:40
728760,268,751,2013-07-02 10:26:00
728780,268,751,2013-07-02 10:26:20
728800,268,751,2013-07-02 10:26:40
728800,271,499,2013-07-02 10:26:40
728820,35,265,2013-07-02 10:27:00
728820,268,751,2013-07-02 10:27:00
728820,15,253,2013-07-02 10:27:00
728840,271,499,2013-07-02 10:27:20
728840,268,751,2013-07-02 10:27:20
728840,101,511,2013-07-02 10:27:20
728840,35,265,2013-07-02 10:27:20
728860,268,751,2013-07-02 10:27:40
728860,35,265,2013-07-02 10:27:40
728880,63,709,2013-07-02 10:28:00
728880,35,265,2013-07-02 10:28:00
728900,268,751,2013-07-02 10:28:20
728900,35,265,2013-07-02 10:28:20
728900,63,481,2013-07-02 10:28:20
728920,268,751,2013-07-02 10:28:40
728920,63,481,2013-07-02 10:28:40
728940,268,751,2013-07-02 10:29:00
728940,101,511,2013-07-02 10:29:00
728960,268,751,2013-07-02 10:29:20
728960,63,709,2013-07-02 10:29:20
728980,268,751,2013-07-02 10:29:40
