time,node_a,node_b,status_a,status_b,datetime
232480,1613,1485,NUR,NUR,2010-12-09 05:34:40
232500,1613,1485,NUR,NUR,2010-12-09 05:35:00
232520,1613,1485,NUR,NUR,2010-12-09 05:35:20
232540,1613,1485,NUR,NUR,2010-12-09 05:35:40
232560,1613,1485,NUR,NUR,2010-12-09 05:36:00
232560,1383,1485,PAT,NUR,2010-12-09 05:36:00
232580,1613,1485,NUR,NUR,2010-12-09 05:36:20
232600,1613,1485,NUR,NUR,2010-12-09 05:36:40
232600,1383,1485,PAT,NUR,2010-12-09 05:36:40
232620,1613,1485,NUR,NUR,2010-12-09 05:37:00
232640,1362,1613,PAT,NUR,2010-12-09 05:37:20
232660,1362,1485,PAT,NUR,2010-12-09 05:37:40
232660,1613,1485,NUR,NUR,2010-12-09 05:37:40
232660,1362,1613,PAT,NUR,2010-12-09 05:37:40
232680,1362,1485,PAT,NUR,2010-12-09 05:38:00
232680,1613,1485,NUR,NUR,2010-12-09 05:38:00
232700,1362,1485,PAT,NUR,2010-12-09 05:38:20
232700,1613,1485,NUR,NUR,2010-12-09 05:38:20
232700,1362,1613,PAT,NUR,2010-12-09 05:38:20
232720,1362,1485,PAT,NUR,2010-12-09 05:38:40
232720,1613,1485,NUR,NUR,2010-12-09 05:38:40
232720,1362,1613,PAT,NUR,2010-12-09 05:38:40
232740,1613,1485,NUR,NUR,2010-12-09 05:39:00
232820,1613,1485,NUR,NUR,2010-12-09 05:40:20
232840,1378,1485,PAT,NUR,2010-12-09 05:40:40
232860,1378,1485,PAT,NUR,2010-12-09 05:41:00
232900,1416,1613,PAT,NUR,2010-12-09 05:41:40
232920,1416,1613,PAT,NUR,2010-12-09 05:42:00
232920,1378,1613,PAT,NUR,2010-12-09 05:42:00
232940,1307,1613,PAT,NUR,2010-12-09 05:42:20
232960,1378,1485,PAT,NUR,2010-12-09 05:42:40
232980,1613,1485,NUR,NUR,2010-12-09 05:43:00
232980,1307,1613,PAT,NUR,2010-12-09 05:43:00
233000,1613,1485,NUR,NUR,2010-12-09 05:43:20
233000,1307,1613,PAT,NUR,2010-12-09 05:43:20
233020,1613,1485,NUR,NUR,2010-12-09 05:43:40
233020,1307,1613,PAT,NUR,2010-12-09 05:43:40
233040,1613,1485,NUR,NUR,2010-12-09 05:44:00
233040,1307,1613,PAT,NUR,2010-12-09 05:44:00
233040,1378,1613,PAT,NUR,2010-12-09 05:44:00
233060,1613,1485,NUR,NUR,2010-12-09 05:44:20
233080,1416,1613,PAT,NUR,2010-12-09 05:44:40
233140,1416,1613,PAT,NUR,2010-12-09 05:45:40
233160,1613,1485,NUR,NUR,2010-12-09 05:46:00
233160,1416,1485,PAT,NUR,2010-12-09 05:46:00
233320,1613,1485,NUR,NUR,2010-12-09 05:48:40
233560,1613,1485,NUR,NUR,2010-12-09 05:52:40
233760,1613,1625,NUR,NUR,2010-12-09 05:56:00
234680,1385,1613,PAT,NUR,2010-12-09 06:11:20
234720,1385,1613,PAT,NUR,2010-12-09 06:12:00
234820,1385,1613,PAT,NUR,2010-12-09 06:13:40
234980,1613,1485,NUR,NUR,2010-12-09 06:16:20
235000,1613,1485,NUR,NUR,2010-12-09 06:16:40
235760,1205,1210,NUR,NUR,2010-12-09 06:29:20
235820,1613,1485,NUR,NUR,2010-12-09 06:30:20
235840,1613,1485,NUR,NUR,2010-12-09 06:30:40
235860,1613,1485,NUR,NUR,2010-12-09 06:31:00
235880,1613,1485,NUR,NUR,2010-12-09 06:31:20
235900,1613,1485,NUR,NUR,2010-12-09 06:31:40
235920,1613,1485,NUR,NUR,2010-12-09 06:32:00
235940,1613,1485,NUR,NUR,2010-12-09 06:32:20
235960,1613,1485,NUR,NUR,2010-12-09 06:32:40
235980,1613,1485,NUR,NUR,2010-12-09 06:33:00
236000,1613,1485,NUR,NUR,2010-12-09 06:33:20
236020,1613,1485,NUR,NUR,2010-12-09 06:33:40
236040,1613,1485,NUR,NUR,2010-12-09 06:34:00
236060,1613,1485,NUR,NUR,2010-12-09 06:34:20
236080,1613,1485,NUR,NUR,2010-12-09 06:34:40
236100,1613,1485,NUR,NUR,2010-12-09 06:35:00
236120,1613,1485,NUR,NUR,2010-12-09 06:35:20
236140,1613,1485,NUR,NUR,2010-12-09 06:35:40
236140,1210,1625,NUR,NUR,2010-12-09 06:35:40
236160,1613,1485,NUR,NUR,2010-12-09 06:36:00
236180,1613,1485,NUR,NUR,2010-12-09 06:36:20
236180,1205,1210,NUR,NUR,2010-12-09 06:36:20
236200,1613,1485,NUR,NUR,2010-12-09 06:36:40
236200,1205,1210,NUR,NUR,2010-12-09 06:36:40
236220,1613,1485,NUR,NUR,2010-12-09 06:37:00
236240,1613,1485,NUR,NUR,2010-12-09 06:37:20
236240,1205,1625,NUR,NUR,2010-12-09 06:37:20
236240,1205,1210,NUR,NUR,2010-12-09 06:37:20
236260,1613,1485,NUR,NUR,2010-12-09 06:37:40
236260,1205,1210,NUR,NUR,2010-12-09 06:37:40
236280,1613,1485,NUR,NUR,2010-12-09 06:38:00
236300,1613,1485,NUR,NUR,2010-12-09 06:38:20
236320,1613,1485,NUR,NUR,2010-12-09 06:38:40
236320,1210,1625,NUR,NUR,2010-12-09 06:38:40
236340,1613,1485,NUR,NUR,2010-12-09 06:39:00
236340,1210,1625,NUR,NUR,2010-12-09 06:39:00
236360,1613,1485,NUR,NUR,2010-12-09 06:39:20
236380,1613,1485,NUR,NUR,2010-12-09 06:39:40
236400,1613,1485,NUR,NUR,2010-12-09 06:40:00
236400,1210,1625,NUR,NUR,2010-12-09 06:40:00
236420,1613,1485,NUR,NUR,2010-12-09 06:40:20
236440,1613,1485,NUR,NUR,2010-12-09 06:40:40
236460,1613,1485,NUR,NUR,2010-12-09 06:41:00
236480,1613,1485,NUR,NUR,2010-12-09 06:41:20
236500,1613,1485,NUR,NUR,2010-12-09 06:41:40
236500,1210,1625,NUR,NUR,2010-12-09 06:41:40
236520,1613,1485,NUR,NUR,2010-12-09 06:42:00
236540,1613,1485,NUR,NUR,2010-12-09 06:42:20
236540,1210,1625,NUR,NUR,2010-12-09 06:42:20
236560,1613,1485,NUR,NUR,2010-12-09 06:42:40
236560,1210,1625,NUR,NUR,2010-12-09 06:42:40
236580,1613,1485,NUR,NUR,2010-12-09 06:43:00
236580,1210,1625,NUR,NUR,2010-12-09 06:43:00
236600,1613,1485,NUR,NUR,2010-12-09 06:43:20
236620,1613,1485,NUR,NUR,2010-12-09 06:43:40
236620,1210,1625,NUR,NUR,2010-12-09 06:43:40
236640,1613,1485,NUR,NUR,2010-12-09 06:44:00
236640,1210,1625,NUR,NUR,2010-12-09 06:44:00
236660,1613,1485,NUR,NUR,2010-12-09 06:44:20
236660,1193,1658,NUR,ADM,2010-12-09 06:44:20
236660,1181,1625,NUR,NUR,2010-12-09 06:44:20
236660,1210,1625,NUR,NUR,2010-12-09 06:44:20
236680,1613,1485,NUR,NUR,2010-12-09 06:44:40
236680,1181,1210,NUR,NUR,2010-12-09 06:44:40
236700,1613,1485,NUR,NUR,2010-12-09 06:45:00
236700,1193,1658,NUR,ADM,2010-12-09 06:45:00
236720,1613,1485,NUR,NUR,2010-12-09 06:45:20
236740,1613,1485,NUR,NUR,2010-12-09 06:45:40
236760,1613,1485,NUR,NUR,2010-12-09 06:46:00
236780,1613,1485,NUR,NUR,2010-12-09 06:46:20
236780,1193,1210,NUR,NUR,2010-12-09 06:46:20
236780,1193,1625,NUR,NUR,2010-12-09 06:46:20
236800,1613,1485,NUR,NUR,2010-12-09 06:46:40
236800,1193,1485,NUR,NUR,2010-12-09 06:46:40
236800,1115,1295,NUR,NUR,2010-12-09 06:46:40
236800,1193,1625,NUR,NUR,2010-12-09 06:46:40
236820,1613,1485,NUR,NUR,2010-12-09 06:47:00
236840,1613,1485,NUR,NUR,2010-12-09 06:47:20
236840,1193,1485,NUR,NUR,2010-12-09 06:47:20
236860,1613,1485,NUR,NUR,2010-12-09 06:47:40
236860,1193,1485,NUR,NUR,2010-12-09 06:47:40
236880,1613,1485,NUR,NUR,2010-12-09 06:48:00
236880,1193,1485,NUR,NUR,2010-12-09 06:48:00
236880,1115,1295,NUR,NUR,2010-12-09 06:48:00
236900,1613,1485,NUR,NUR,2010-12-09 06:48:20
236900,1193,1485,NUR,NUR,2010-12-09 06:48:20
236900,1115,1658,NUR,ADM,2010-12-09 06:48:20
236920,1613,1485,NUR,NUR,2010-12-09 06:48:40
236920,1115,1193,NUR,NUR,2010-12-09 06:48:40
236920,1193,1485,NUR,NUR,2010-12-09 06:48:40
236920,1193,1613,NUR,NUR,2010-12-09 06:48:40
236940,1613,1485,NUR,NUR,2010-12-09 06:49:00
236940,1193,1485,NUR,NUR,2010-12-09 06:49:00
236960,1613,1485,NUR,NUR,2010-12-09 06:49:20
236960,1193,1485,NUR,NUR,2010-12-09 06:49:20
236980,1613,1485,NUR,NUR,2010-12-09 06:49:40
236980,1193,1613,NUR,NUR,2010-12-09 06:49:40
237000,1613,1485,NUR,NUR,2010-12-09 06:50:00
237000,1193,1613,NUR,NUR,2010-12-09 06:50:00
237000,1193,1625,NUR,NUR,2010-12-09 06:50:00
237020,1613,1485,NUR,NUR,2010-12-09 06:50:20
237020,1193,1485,NUR,NUR,2010-12-09 06:50:20
237020,1115,1295,NUR,NUR,2010-12-09 06:50:20
237020,1193,1613,NUR,NUR,2010-12-09 06:50:20
237040,1613,1485,NUR,NUR,2010-12-09 06:50:40
237040,1193,1613,NUR,NUR,2010-12-09 06:50:40
237060,1613,1485,NUR,NUR,2010-12-09 06:51:00
237060,1115,1658,NUR,ADM,2010-12-09 06:51:00
237080,1613,1485,NUR,NUR,2010-12-09 06:51:20
237080,1193,1485,NUR,NUR,2010-12-09 06:51:20
237080,1193,1613,NUR,NUR,2010-12-09 06:51:20
237100,1613,1485,NUR,NUR,2010-12-09 06:51:40
237100,1193,1613,NUR,NUR,2010-12-09 06:51:40
237120,1613,1485,NUR,NUR,2010-12-09 06:52:00
237120,1193,1613,NUR,NUR,2010-12-09 06:52:00
237140,1115,1210,NUR,NUR,2010-12-09 06:52:20
237140,1613,1485,NUR,NUR,2010-12-09 06:52:20
237140,1193,1485,NUR,NUR,2010-12-09 06:52:20
237140,1193,1613,NUR,NUR,2010-12-09 06:52:20
237160,1613,1485,NUR,NUR,2010-12-09 06:52:40
237160,1193,1485,NUR,NUR,2010-12-09 06:52:40
237160,1193,1613,NUR,NUR,2010-12-09 06:52:40
237180,1613,1485,NUR,NUR,2010-12-09 06:53:00
237180,1193,1485,NUR,NUR,2010-12-09 06:53:00
237180,1115,1625,NUR,NUR,2010-12-09 06:53:00
237180,1193,1613,NUR,NUR,2010-12-09 06:53:00
237200,1613,1485,NUR,NUR,2010-12-09 06:53:20
237200,1115,1193,NUR,NUR,2010-12-09 06:53:20
237200,1193,1485,NUR,NUR,2010-12-09 06:53:20
237200,1115,1625,NUR,NUR,2010-12-09 06:53:20
237200,1193,1613,NUR,NUR,2010-12-09 06:53:20
237200,1210,1625,NUR,NUR,2010-12-09 06:53:20
237220,1115,1210,NUR,NUR,2010-12-09 06:53:40
237220,1613,1485,NUR,NUR,2010-12-09 06:53:40
237220,1115,1193,NUR,NUR,2010-12-09 06:53:40
237240,1613,1485,NUR,NUR,2010-12-09 06:54:00
237260,1613,1485,NUR,NUR,2010-12-09 06:54:20
237260,1365,1658,PAT,ADM,2010-12-09 06:54:20
237260,1115,1625,NUR,NUR,2010-12-09 06:54:20
237280,1613,1485,NUR,NUR,2010-12-09 06:54:40
237280,1115,1625,NUR,NUR,2010-12-09 06:54:40
237300,1613,1485,NUR,NUR,2010-12-09 06:55:00
237300,1115,1193,NUR,NUR,2010-12-09 06:55:00
237300,1115,1625,NUR,NUR,2010-12-09 06:55:00
237300,1193,1625,NUR,NUR,2010-12-09 06:55:00
237320,1613,1485,NUR,NUR,2010-12-09 06:55:20
237320,1193,1210,NUR,NUR,2010-12-09 06:55:20
237340,1613,1485,NUR,NUR,2010-12-09 06:55:40
237360,1613,1485,NUR,NUR,2010-12-09 06:56:00
237360,1401,1658,PAT,ADM,2010-12-09 06:56:00
237380,1613,1485,NUR,NUR,2010-12-09 06:56:20
237400,1613,1485,NUR,NUR,2010-12-09 06:56:40
237400,1193,1658,NUR,ADM,2010-12-09 06:56:40
237400,1115,1625,NUR,NUR,2010-12-09 06:56:40
237420,1613,1485,NUR,NUR,2010-12-09 06:57:00
237420,1193,1391,NUR,PAT,2010-12-09 06:57:00
237440,1613,1485,NUR,NUR,2010-12-09 06:57:20
237440,1193,1658,NUR,ADM,2010-12-09 06:57:20
237440,1391,1658,PAT,ADM,2010-12-09 06:57:20
237460,1613,1485,NUR,NUR,2010-12-09 06:57:40
237460,1391,1658,PAT,ADM,2010-12-09 06:57:40
237480,1613,1485,NUR,NUR,2010-12-09 06:58:00
237500,1613,1485,NUR,NUR,2010-12-09 06:58:20
237520,1613,1485,NUR,NUR,2010-12-09 06:58:40
237540,1193,1352,NUR,PAT,2010-12-09 06:59:00
237540,1613,1485,NUR,NUR,2010-12-09 06:59:00
237560,1613,1485,NUR,NUR,2010-12-09 06:59:20
237580,1613,1485,NUR,NUR,2010-12-09 06:59:40
237580,1115,1625,NUR,NUR,2010-12-09 06:59:40
237600,1613,1485,NUR,NUR,2010-12-09 07:00:00
237600,1181,1205,NUR,NUR,2010-12-09 07:00:00
237620,1613,1485,NUR,NUR,2010-12-09 07:00:20
237640,1613,1485,NUR,NUR,2010-12-09 07:00:40
237640,1210,1625,NUR,NUR,2010-12-09 07:00:40
237660,1613,1485,NUR,NUR,2010-12-09 07:01:00
237660,1210,1625,NUR,NUR,2010-12-09 07:01:00
237680,1613,1485,NUR,NUR,2010-12-09 07:01:20
237700,1613,1485,NUR,NUR,2010-12-09 07:01:40
237700,1210,1658,NUR,ADM,2010-12-09 07:01:40
237700,1115,1658,NUR,ADM,2010-12-09 07:01:40
237720,1193,1378,NUR,PAT,2010-12-09 07:02:00
237720,1613,1485,NUR,NUR,2010-12-09 07:02:00
237740,1193,1378,NUR,PAT,2010-12-09 07:02:20
237740,1613,1485,NUR,NUR,2010-12-09 07:02:20
237740,1115,1658,NUR,ADM,2010-12-09 07:02:20
237760,1115,1210,NUR,NUR,2010-12-09 07:02:40
237760,1613,1485,NUR,NUR,2010-12-09 07:02:40
237760,1210,1658,NUR,ADM,2010-12-09 07:02:40
237760,1115,1658,NUR,ADM,2010-12-09 07:02:40
237760,1181,1205,NUR,NUR,2010-12-09 07:02:40
237780,1115,1210,NUR,NUR,2010-12-09 07:03:00
237780,1613,1485,NUR,NUR,2010-12-09 07:03:00
237780,1210,1658,NUR,ADM,2010-12-09 07:03:00
237780,1181,1625,NUR,NUR,2010-12-09 07:03:00
237780,1115,1658,NUR,ADM,2010-12-09 07:03:00
237780,1181,1205,NUR,NUR,2010-12-09 07:03:00
237800,1115,1210,NUR,NUR,2010-12-09 07:03:20
237800,1613,1485,NUR,NUR,2010-12-09 07:03:20
237800,1210,1658,NUR,ADM,2010-12-09 07:03:20
237820,1115,1210,NUR,NUR,2010-12-09 07:03:40
237820,1193,1378,NUR,PAT,2010-12-09 07:03:40
237820,1613,1485,NUR,NUR,2010-12-09 07:03:40
237820,1210,1658,NUR,ADM,2010-12-09 07:03:40
237820,1115,1658,NUR,ADM,2010-12-09 07:03:40
237860,1115,1210,NUR,NUR,2010-12-09 07:04:20
237880,1115,1210,NUR,NUR,2010-12-09 07:04:40
237900,1115,1193,NUR,NUR,2010-12-09 07:05:00
237920,1210,1658,NUR,ADM,2010-12-09 07:05:20
237940,1193,1625,NUR,NUR,2010-12-09 07:05:40
237960,1115,1658,NUR,ADM,2010-12-09 07:06:00
238000,1193,1658,NUR,ADM,2010-12-09 07:06:40
238000,1181,1205,NUR,NUR,2010-12-09 07:06:40
238020,1181,1205,NUR,NUR,2010-12-09 07:07:00
238100,1115,1378,NUR,PAT,2010-12-09 07:08:20
238120,1115,1378,NUR,PAT,2010-12-09 07:08:40
238140,1295,1625,NUR,NUR,2010-12-09 07:09:00
238160,1295,1625,NUR,NUR,2010-12-09 07:09:20
238180,1210,1658,NUR,ADM,2010-12-09 07:09:40
238180,1295,1625,NUR,NUR,2010-12-09 07:09:40
238200,1295,1625,NUR,NUR,2010-12-09 07:10:00
238220,1210,1295,NUR,NUR,2010-12-09 07:10:20
238220,1295,1416,NUR,PAT,2010-12-09 07:10:20
238220,1295,1625,NUR,NUR,2010-12-09 07:10:20
238220,1181,1205,NUR,NUR,2010-12-09 07:10:20
238240,1307,1625,PAT,NUR,2010-12-09 07:10:40
238240,1115,1295,NUR,NUR,2010-12-09 07:10:40
238240,1295,1307,NUR,PAT,2010-12-09 07:10:40
238240,1295,1416,NUR,PAT,2010-12-09 07:10:40
238240,1295,1625,NUR,NUR,2010-12-09 07:10:40
238260,1193,1210,NUR,NUR,2010-12-09 07:11:00
238260,1295,1307,NUR,PAT,2010-12-09 07:11:00
238260,1295,1625,NUR,NUR,2010-12-09 07:11:00
238280,1115,1378,NUR,PAT,2010-12-09 07:11:20
238300,1115,1378,NUR,PAT,2010-12-09 07:11:40
238320,1295,1307,NUR,PAT,2010-12-09 07:12:00
238320,1295,1625,NUR,NUR,2010-12-09 07:12:00
238340,1193,1210,NUR,NUR,2010-12-09 07:12:20
238340,1295,1307,NUR,PAT,2010-12-09 07:12:20
238340,1295,1625,NUR,NUR,2010-12-09 07:12:20
238340,1181,1205,NUR,NUR,2010-12-09 07:12:20
238360,1193,1210,NUR,NUR,2010-12-09 07:12:40
238360,1295,1307,NUR,PAT,2010-12-09 07:12:40
238380,1295,1307,NUR,PAT,2010-12-09 07:13:00
238380,1115,1625,NUR,NUR,2010-12-09 07:13:00
238380,1181,1205,NUR,NUR,2010-12-09 07:13:00
238400,1295,1307,NUR,PAT,2010-12-09 07:13:20
238400,1115,1625,NUR,NUR,2010-12-09 07:13:20
238400,1295,1625,NUR,NUR,2010-12-09 07:13:20
238420,1115,1210,NUR,NUR,2010-12-09 07:13:40
238420,1193,1416,NUR,PAT,2010-12-09 07:13:40
238420,1115,1625,NUR,NUR,2010-12-09 07:13:40
238420,1295,1625,NUR,NUR,2010-12-09 07:13:40
238440,1193,1210,NUR,NUR,2010-12-09 07:14:00
238440,1115,1378,NUR,PAT,2010-12-09 07:14:00
238440,1295,1625,NUR,NUR,2010-12-09 07:14:00
238460,1193,1210,NUR,NUR,2010-12-09 07:14:20
238460,1115,1378,NUR,PAT,2010-12-09 07:14:20
238460,1295,1625,NUR,NUR,2010-12-09 07:14:20
238480,1210,1295,NUR,NUR,2010-12-09 07:14:40
238480,1210,1378,NUR,PAT,2010-12-09 07:14:40
238480,1115,1378,NUR,PAT,2010-12-09 07:14:40
238480,1295,1625,NUR,NUR,2010-12-09 07:14:40
238500,1210,1295,NUR,NUR,2010-12-09 07:15:00
238500,1115,1378,NUR,PAT,2010-12-09 07:15:00
238500,1295,1625,NUR,NUR,2010-12-09 07:15:00
238500,1210,1625,NUR,NUR,2010-12-09 07:15:00
238520,1115,1210,NUR,NUR,2010-12-09 07:15:20
238520,1210,1295,NUR,NUR,2010-12-09 07:15:20
238520,1115,1378,NUR,PAT,2010-12-09 07:15:20
238520,1295,1625,NUR,NUR,2010-12-09 07:15:20
238520,1210,1625,NUR,NUR,2010-12-09 07:15:20
238540,1115,1210,NUR,NUR,2010-12-09 07:15:40
238540,1210,1378,NUR,PAT,2010-12-09 07:15:40
238540,1115,1378,NUR,PAT,2010-12-09 07:15:40
238540,1115,1625,NUR,NUR,2010-12-09 07:15:40
238540,1295,1625,NUR,NUR,2010-12-09 07:15:40
238560,1115,1378,NUR,PAT,2010-12-09 07:16:00
238560,1295,1625,NUR,NUR,2010-12-09 07:16:00
238580,1115,1378,NUR,PAT,2010-12-09 07:16:20
238580,1295,1625,NUR,NUR,2010-12-09 07:16:20
238600,1115,1378,NUR,PAT,2010-12-09 07:16:40
238600,1295,1625,NUR,NUR,2010-12-09 07:16:40
238620,1115,1378,NUR,PAT,2010-12-09 07:17:00
238620,1295,1625,NUR,NUR,2010-12-09 07:17:00
238640,1181,1210,NUR,NUR,2010-12-09 07:17:20
238640,1193,1210,NUR,NUR,2010-12-09 07:17:20
238640,1115,1378,NUR,PAT,2010-12-09 07:17:20
238640,1295,1625,NUR,NUR,2010-12-09 07:17:20
238660,1115,1378,NUR,PAT,2010-12-09 07:17:40
238660,1295,1625,NUR,NUR,2010-12-09 07:17:40
238680,1193,1416,NUR,PAT,2010-12-09 07:18:00
238680,1115,1378,NUR,PAT,2010-12-09 07:18:00
238680,1295,1625,NUR,NUR,2010-12-09 07:18:00
238700,1193,1416,NUR,PAT,2010-12-09 07:18:20
238700,1115,1378,NUR,PAT,2010-12-09 07:18:20
238700,1295,1625,NUR,NUR,2010-12-09 07:18:20
238720,1115,1210,NUR,NUR,2010-12-09 07:18:40
238720,1210,1378,NUR,PAT,2010-12-09 07:18:40
238720,1115,1378,NUR,PAT,2010-12-09 07:18:40
238720,1295,1625,NUR,NUR,2010-12-09 07:18:40
238740,1210,1295,NUR,NUR,2010-12-09 07:19:00
238740,1210,1378,NUR,PAT,2010-12-09 07:19:00
238740,1181,1701,NUR,PAT,2010-12-09 07:19:00
238760,1115,1210,NUR,NUR,2010-12-09 07:19:20
238760,1295,1307,NUR,PAT,2010-12-09 07:19:20
238760,1115,1658,NUR,ADM,2010-12-09 07:19:20
238760,1210,1378,NUR,PAT,2010-12-09 07:19:20
238760,1295,1625,NUR,NUR,2010-12-09 07:19:20
238780,1115,1210,NUR,NUR,2010-12-09 07:19:40
238780,1307,1625,PAT,NUR,2010-12-09 07:19:40
238780,1295,1307,NUR,PAT,2010-12-09 07:19:40
238780,1115,1658,NUR,ADM,2010-12-09 07:19:40
238780,1210,1378,NUR,PAT,2010-12-09 07:19:40
238780,1295,1625,NUR,NUR,2010-12-09 07:19:40
238780,1181,1701,NUR,PAT,2010-12-09 07:19:40
238800,1115,1210,NUR,NUR,2010-12-09 07:20:00
238800,1307,1625,PAT,NUR,2010-12-09 07:20:00
238800,1210,1658,NUR,ADM,2010-12-09 07:20:00
238800,1295,1307,NUR,PAT,2010-12-09 07:20:00
238800,1115,1658,NUR,ADM,2010-12-09 07:20:00
238800,1210,1378,NUR,PAT,2010-12-09 07:20:00
238800,1115,1378,NUR,PAT,2010-12-09 07:20:00
238800,1295,1625,NUR,NUR,2010-12-09 07:20:00
238800,1181,1701,NUR,PAT,2010-12-09 07:20:00
238820,1115,1210,NUR,NUR,2010-12-09 07:20:20
238820,1210,1378,NUR,PAT,2010-12-09 07:20:20
238820,1115,1378,NUR,PAT,2010-12-09 07:20:20
238820,1181,1701,NUR,PAT,2010-12-09 07:20:20
238840,1115,1210,NUR,NUR,2010-12-09 07:20:40
238840,1193,1416,NUR,PAT,2010-12-09 07:20:40
238840,1295,1658,NUR,ADM,2010-12-09 07:20:40
238840,1210,1378,NUR,PAT,2010-12-09 07:20:40
238840,1115,1378,NUR,PAT,2010-12-09 07:20:40
238840,1295,1625,NUR,NUR,2010-12-09 07:20:40
238840,1181,1701,NUR,PAT,2010-12-09 07:20:40
238860,1115,1210,NUR,NUR,2010-12-09 07:21:00
238860,1193,1416,NUR,PAT,2010-12-09 07:21:00
238860,1625,1658,NUR,ADM,2010-12-09 07:21:00
238860,1295,1658,NUR,ADM,2010-12-09 07:21:00
238860,1210,1378,NUR,PAT,2010-12-09 07:21:00
238860,1115,1378,NUR,PAT,2010-12-09 07:21:00
238860,1295,1625,NUR,NUR,2010-12-09 07:21:00
238860,1181,1701,NUR,PAT,2010-12-09 07:21:00
238880,1115,1210,NUR,NUR,2010-12-09 07:21:20
238880,1193,1416,NUR,PAT,2010-12-09 07:21:20
238880,1625,1658,NUR,ADM,2010-12-09 07:21:20
238880,1295,1658,NUR,ADM,2010-12-09 07:21:20
238880,1210,1378,NUR,PAT,2010-12-09 07:21:20
238880,1115,1378,NUR,PAT,2010-12-09 07:21:20
238880,1295,1625,NUR,NUR,2010-12-09 07:21:20
238880,1181,1701,NUR,PAT,2010-12-09 07:21:20
238900,1193,1416,NUR,PAT,2010-12-09 07:21:40
238900,1210,1378,NUR,PAT,2010-12-09 07:21:40
238900,1115,1378,NUR,PAT,2010-12-09 07:21:40
238900,1115,1625,NUR,NUR,2010-12-09 07:21:40
238900,1181,1701,NUR,PAT,2010-12-09 07:21:40
238920,1115,1210,NUR,NUR,2010-12-09 07:22:00
238920,1193,1416,NUR,PAT,2010-12-09 07:22:00
238920,1210,1378,NUR,PAT,2010-12-09 07:22:00
238920,1115,1378,NUR,PAT,2010-12-09 07:22:00
238920,1181,1701,NUR,PAT,2010-12-09 07:22:00
238920,1210,1625,NUR,NUR,2010-12-09 07:22:00
238940,1115,1210,NUR,NUR,2010-12-09 07:22:20
238940,1193,1416,NUR,PAT,2010-12-09 07:22:20
238940,1210,1378,NUR,PAT,2010-12-09 07:22:20
238940,1378,1625,PAT,NUR,2010-12-09 07:22:20
238940,1115,1378,NUR,PAT,2010-12-09 07:22:20
238940,1115,1625,NUR,NUR,2010-12-09 07:22:20
238940,1181,1701,NUR,PAT,2010-12-09 07:22:20
238940,1210,1625,NUR,NUR,2010-12-09 07:22:20
238960,1115,1210,NUR,NUR,2010-12-09 07:22:40
238960,1193,1416,NUR,PAT,2010-12-09 07:22:40
238960,1210,1378,NUR,PAT,2010-12-09 07:22:40
238960,1115,1378,NUR,PAT,2010-12-09 07:22:40
238960,1181,1701,NUR,PAT,2010-12-09 07:22:40
238980,1115,1210,NUR,NUR,2010-12-09 07:23:00
238980,1193,1416,NUR,PAT,2010-12-09 07:23:00
238980,1210,1378,NUR,PAT,2010-12-09 07:23:00
238980,1115,1378,NUR,PAT,2010-12-09 07:23:00
238980,1181,1701,NUR,PAT,2010-12-09 07:23:00
239000,1115,1210,NUR,NUR,2010-12-09 07:23:20
239000,1193,1416,NUR,PAT,2010-12-09 07:23:20
239000,1210,1378,NUR,PAT,2010-12-09 07:23:20
239000,1115,1378,NUR,PAT,2010-12-09 07:23:20
239020,1115,1210,NUR,NUR,2010-12-09 07:23:40
239020,1193,1416,NUR,PAT,2010-12-09 07:23:40
239020,1210,1378,NUR,PAT,2010-12-09 07:23:40
239020,1115,1378,NUR,PAT,2010-12-09 07:23:40
239020,1181,1701,NUR,PAT,2010-12-09 07:23:40
239040,1115,1210,NUR,NUR,2010-12-09 07:24:00
239040,1210,1378,NUR,PAT,2010-12-09 07:24:00
239040,1115,1378,NUR,PAT,2010-12-09 07:24:00
239040,1181,1701,NUR,PAT,2010-12-09 07:24:00
239060,1115,1210,NUR,NUR,2010-12-09 07:24:20
239060,1210,1378,NUR,PAT,2010-12-09 07:24:20
239060,1115,1378,NUR,PAT,2010-12-09 07:24:20
239060,1193,1205,NUR,NUR,2010-12-09 07:24:20
239060,1181,1701,NUR,PAT,2010-12-09 07:24:20
239080,1115,1210,NUR,NUR,2010-12-09 07:24:40
239080,1193,1416,NUR,PAT,2010-12-09 07:24:40
239080,1362,1625,PAT,NUR,2010-12-09 07:24:40
239080,1210,1378,NUR,PAT,2010-12-09 07:24:40
239080,1115,1378,NUR,PAT,2010-12-09 07:24:40
239100,1115,1210,NUR,NUR,2010-12-09 07:25:00
239100,1193,1416,NUR,PAT,2010-12-09 07:25:00
239100,1210,1378,NUR,PAT,2010-12-09 07:25:00
239100,1115,1378,NUR,PAT,2010-12-09 07:25:00
239120,1115,1210,NUR,NUR,2010-12-09 07:25:20
239120,1193,1416,NUR,PAT,2010-12-09 07:25:20
239120,1362,1625,PAT,NUR,2010-12-09 07:25:20
239120,1210,1378,NUR,PAT,2010-12-09 07:25:20
239120,1115,1378,NUR,PAT,2010-12-09 07:25:20
